,test_condition,accuracy,agent,cotN,concept
5818,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,stand_under++umbrella
5819,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,stand_under++umbrella
5820,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,stand_under++umbrella
5821,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,stand_under++umbrella
5822,test_seen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought0,stick++knife
5823,test_seen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought0,stick++knife
5824,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,straddle++bicycle
5825,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,straddle++bicycle
5826,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,straddle++bicycle
5827,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,straddle++bicycle
5828,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,straddle++motorcycle
5829,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,straddle++motorcycle
5830,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,straddle++motorcycle
5831,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,straddle++motorcycle
5832,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,straddle++motorcycle
5833,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,straddle++motorcycle
5834,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,straddle++motorcycle
5835,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,straddle++motorcycle
5836,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,straddle++motorcycle
5837,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,straddle++motorcycle
5838,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,swing++tennis_racket
5839,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought0,swing++tennis_racket
5840,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,swing++tennis_racket
5841,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought0,swing++tennis_racket
5842,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought0,swing++tennis_racket
5843,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought0,swing++tennis_racket
5844,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,swing++tennis_racket
5845,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,swing++tennis_racket
5846,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,swing++tennis_racket
5847,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought0,swing++tennis_racket
5848,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,throw++frisbee
5849,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought0,throw++frisbee
5850,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,throw++frisbee
5851,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought0,throw++frisbee
5852,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought0,throw++frisbee
5853,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,throw++frisbee
5854,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,throw++frisbee
5855,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought0,throw++frisbee
5856,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,throw++frisbee
5857,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,throw++frisbee
5858,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,toast++wine_glass
5859,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,toast++wine_glass
5860,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,toast++wine_glass
5861,test_seen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought0,toast++wine_glass
5862,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,toast++wine_glass
5863,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,toast++wine_glass
5864,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,toast++wine_glass
5865,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,toast++wine_glass
5866,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,toast++wine_glass
5867,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,toast++wine_glass
5868,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,train++dog
5869,test_seen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought0,train++dog
5870,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,train++dog
5871,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,train++dog
5872,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,train++dog
5873,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,train++dog
5874,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,turn++motorcycle
5875,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,turn++motorcycle
5876,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,turn++motorcycle
5877,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,turn++motorcycle
5878,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,turn++motorcycle
5879,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,turn++motorcycle
5880,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,turn++motorcycle
5881,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,turn++motorcycle
5882,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,turn++motorcycle
5883,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,turn++motorcycle
5884,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,type_on++keyboard
5885,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,type_on++keyboard
5886,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,type_on++keyboard
5887,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,type_on++keyboard
5888,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,type_on++keyboard
5889,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,type_on++keyboard
5890,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,type_on++keyboard
5891,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,type_on++keyboard
5892,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,type_on++keyboard
5893,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,type_on++keyboard
5894,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,type_on++laptop
5895,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,type_on++laptop
5896,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,type_on++laptop
5897,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,type_on++laptop
5898,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,type_on++laptop
5899,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,type_on++laptop
5900,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,type_on++laptop
5901,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,type_on++laptop
5902,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,type_on++laptop
5903,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,type_on++laptop
5904,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,use++mouse
5905,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought0,use++mouse
5906,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,use++mouse
5907,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought0,use++mouse
5908,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,use++mouse
5909,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,use++mouse
5910,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,use++mouse
5911,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought0,use++mouse
5912,test_unseen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought0,use++mouse
5913,test_unseen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought0,use++mouse
5914,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,walk++bicycle
5915,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,walk++bicycle
5916,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,walk++bicycle
5917,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,walk++bicycle
5918,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,walk++cow
5919,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,walk++cow
5920,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,walk++dog
5921,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,walk++dog
5922,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,walk++dog
5923,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,walk++dog
5924,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,walk++dog
5925,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,walk++dog
5926,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,walk++dog
5927,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,walk++dog
5928,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,walk++dog
5929,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,walk++dog
5930,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,wash++apple
5931,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,wash++apple
5932,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,wash++apple
5933,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,wash++apple
5934,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,wash++apple
5935,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,wash++apple
5936,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,wash++bicycle
5937,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,wash++bicycle
5938,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,wash++car
5939,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,wash++car
5940,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,wash++car
5941,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,wash++car
5942,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,wash++dog
5943,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,wash++dog
5944,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,wash++dog
5945,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,wash++dog
5946,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,wash++motorcycle
5947,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,wash++motorcycle
5948,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,wash++motorcycle
5949,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,wash++motorcycle
5950,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,wash++motorcycle
5951,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,wash++motorcycle
5952,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,wash++motorcycle
5953,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,wash++motorcycle
5954,test_seen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought0,wash++motorcycle
5955,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,wash++motorcycle
5956,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,watch++tv
5957,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,watch++tv
5958,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,watch++tv
5959,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,watch++tv
5960,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,watch++tv
5961,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,watch++tv
5962,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,watch++tv
5963,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,watch++tv
5964,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought0,watch++tv
5965,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought0,watch++tv
5966,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,wear++tie
5967,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,wear++tie
5968,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,wear++tie
5969,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought0,wear++tie
5970,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,wear++tie
5971,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,wear++tie
5972,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,wear++tie
5973,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought0,wear++tie
5974,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,wear++tie
5975,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought0,wear++tie
5976,test_seen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought0,wield++knife
5977,test_seen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought0,wield++knife
5978,test_seen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought0,wield++knife
5979,test_seen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought0,wield++knife
5980,test_seen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought0,wield++knife
5981,test_seen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought0,wield++knife
5982,test_seen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought0,wield++knife
5983,test_seen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought0,wield++knife
5984,test_seen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought0,wield++knife
5985,test_seen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought0,wield++knife
5986,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought1,adjust_or_tie++tie
5987,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought1,adjust_or_tie++tie
5988,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought1,adjust_or_tie++tie
5989,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought1,adjust_or_tie++tie
5990,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought1,adjust_or_tie++tie
5991,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought1,adjust_or_tie++tie
5992,test_unseen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought1,adjust_or_tie++tie
5993,test_unseen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought1,adjust_or_tie++tie
5994,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought1,adjust_or_tie++tie
5995,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought1,adjust_or_tie++tie
5996,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought1,block++sports_ball
5997,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought1,block++sports_ball
5998,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought1,block++sports_ball
5999,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought1,block++sports_ball
6000,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought1,block++sports_ball
6001,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought1,block++sports_ball
6002,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought1,block++sports_ball
6003,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought1,block++sports_ball
6004,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought1,blow++cake
6005,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought1,blow++cake
6006,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought1,carry++handbag
6007,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought1,carry++handbag
6008,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought1,carry++handbag
6009,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought1,carry++handbag
6010,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought1,carry++handbag
6011,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought1,carry++handbag
6012,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought1,carry++handbag
6013,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought1,carry++handbag
6014,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought1,carry++handbag
6015,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought1,carry++handbag
6016,test_seen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought1,carry++keyboard
6017,test_seen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought1,carry++keyboard
6018,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought1,carry++snowboard
6019,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought1,carry++snowboard
6020,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought1,carry++suitcase
6021,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought1,carry++suitcase
6022,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought1,carry++suitcase
6023,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought1,carry++suitcase
6024,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought1,carry++suitcase
6025,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought1,carry++suitcase
6026,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought1,carry++suitcase
6027,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought1,carry++suitcase
6028,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought1,carry++suitcase
6029,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought1,carry++suitcase
6030,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought1,carry++surfboard
6031,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought1,carry++surfboard
6032,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought1,carry++surfboard
6033,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought1,carry++surfboard
6034,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought1,carry++surfboard
6035,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought1,carry++surfboard
6036,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought1,carry++surfboard
6037,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought1,carry++surfboard
6038,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought1,carry++surfboard
6039,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought1,carry++surfboard
6040,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought1,catch++frisbee
6041,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought1,catch++frisbee
6042,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought1,catch++frisbee
6043,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought1,catch++frisbee
6044,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought1,catch++frisbee
6045,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought1,catch++frisbee
6046,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought1,catch++frisbee
6047,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought1,catch++frisbee
6048,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought1,catch++frisbee
6049,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought1,catch++frisbee
